,Bx_coil_r1 (mT),By_coil_r1 (mT),Bz_coil_r1 (mT),B_coil_r1 (mT),Bx_measured_r1 (mT),By_measured_r1 (mT),Bz_measured_r1 (mT),B_measured_r1 (mT),Bx_measured_std_r1 (mT),By_measured_std_r1 (mT),Bz_measured_std_r1 (mT),B_measured_std_r1 (mT),Bx_coil_r2 (mT),By_coil_r2 (mT),Bz_coil_r2 (mT),B_coil_r2 (mT),Bx_measured_r2 (mT),By_measured_r2 (mT),Bz_measured_r2 (mT),B_measured_r2 (mT),Bx_measured_std_r2 (mT),By_measured_std_r2 (mT),Bz_measured_std_r2 (mT),B_measured_std_r2 (mT),Bx_coil_r3 (mT),By_coil_r3 (mT),Bz_coil_r3 (mT),B_coil_r3 (mT),Bx_measured_r3 (mT),By_measured_r3 (mT),Bz_measured_r3 (mT),B_measured_r3 (mT),Bx_measured_std_r3 (mT),By_measured_std_r3 (mT),Bz_measured_std_r3 (mT),B_measured_std_r3 (mT),Bx_coil_r4 (mT),By_coil_r4 (mT),Bz_coil_r4 (mT),B_coil_r4 (mT),Bx_measured_r4 (mT),By_measured_r4 (mT),Bz_measured_r4 (mT),B_measured_r4 (mT),Bx_measured_std_r4 (mT),By_measured_std_r4 (mT),Bz_measured_std_r4 (mT),B_measured_std_r4 (mT),Bx_coil_mean (mT),By_coil_mean (mT),Bz_coil_mean (mT),B_coil_mean (mT),Bx_measured_mean (mT),By_measured_mean (mT),Bz_measured_mean (mT),B_measured_mean (mT),Bx_measured_std_mean (mT),By_measured_std_mean (mT),Bz_measured_std_mean (mT),B_measured_std_mean (mT),diff_Bx (mT),diff_By (mT),diff_Bz (mT),diff_B (mT)
1,0.35004641724088625,-6.318052985825051e-06,-0.009250214551616835,0.3501686175720911,0.36083537,0.0002691600000000001,0.01351716,0.36121408,0.001482350794518998,0.0023430716258412213,0.0021874061896938824,0.0015484390349136917,0.35004641724088625,-6.318052985825051e-06,-0.009250214551616835,0.3501686175720911,0.3581669799999999,-0.0017901400000000002,0.01570991,0.3586145399999999,0.0013387078837280195,0.002053072586972457,0.0019390514978806863,0.0013784350355223675,0.35004641724088625,-6.318052985825051e-06,-0.009250214551616835,0.3501686175720911,0.36193332,-0.00063452,0.01108102,0.36222778999999994,0.001756073150830185,0.0018483642252182515,0.0026455438152065787,0.0018689841695096784,0.35004641724088625,-6.318052985825051e-06,-0.009250214551616835,0.3501686175720911,0.35760132,-0.0008610799999999999,0.00764688,0.35782882000000005,0.0008928072459383395,0.002789685813165665,0.001955817646737264,0.0009489589209935962,0.35004641724088625,-6.318052985825051e-06,-0.009250214551616835,0.3501686175720911,0.35963424749999995,-0.000754145,0.0119887425,0.35997130749999995,0.0028054233843456348,0.0045720770921370574,0.00440099889747897,0.0029481132019668287,-0.009587830259113694,0.0007478269470141749,-0.021238957051616835,-0.009802689927908847
2,0.32335893961862194,0.13394089676704854,-0.009250214551616835,0.3501238839715047,0.33794004,0.13430872,0.00301027,0.36373849999999996,0.0014565743501029301,0.0023805086545526364,0.0018054064974127016,0.002238533380487227,0.3233902445777096,0.13392281778003007,-0.009250214551616835,0.3501458808545731,0.32853679999999996,0.13112087,0.0094207,0.35392795,0.0022993671213812033,0.0026391117881695643,0.0012363448311678888,0.002922778175155733,0.32339807081748156,0.1339318572735393,-0.009250214551616835,0.35015656651055316,0.33088149,0.12927810999999997,0.00492635,0.35532338,0.0019872747992861453,0.002356284418007393,0.000820798646610591,0.0025063842649788014,0.32339807081748156,0.1338414623384468,-0.009250214551616835,0.3501220011918897,0.33497576,0.13235933000000003,0.005266659999999999,0.36032090000000006,0.001919531808262977,0.0024356209274045736,0.0023125720276206173,0.0025609390434413347,0.3233863314578237,0.13390925853976615,-0.009250214551616835,0.3501370831321301,0.3330835225,0.13176675749999997,0.005655995,0.35832768249999997,0.0038784741183973083,0.004910810324723519,0.003287817051428906,0.005137512513335397,-0.009697191042176322,0.002142501039766187,-0.014906209551616834,-0.008190599367869833
3,0.2474835450298086,0.24746789574969208,-0.009250214551616835,0.3501057425358126,0.25895551000000006,0.24030752,0.00114029,0.35332053,0.001869446064090762,0.001920902131684774,0.0014388446267327747,0.002468808402045635,0.24745224007072092,0.24746789574969208,-0.009250214551616835,0.3500836143152791,0.25607641000000003,0.24461477,0.00601994,0.35422097999999996,0.0015728292921745265,0.0018231630393997504,0.001537103332765888,0.0023261422896097973,0.24745224007072092,0.24746789574969208,-0.009250214551616835,0.3500836143152791,0.25573837,0.24407049,-0.0007411200000000002,0.35355111,0.0017248466915481004,0.002659958658093518,0.0013313262984123932,0.0030013805629132253,0.24745224007072092,0.24746789574969208,-0.009250214551616835,0.3500836143152791,0.25405237999999997,0.24338223999999994,7.158999999999992e-05,0.35186331,0.001583508257200518,0.0016903966281582813,0.0014966488132899523,0.0020595678318224386,0.24746006631049283,0.24746789574969208,-0.009250214551616835,0.35008914637041244,0.2562056675,0.243093755,0.0016226749999999999,0.3532389825,0.0033839644027136746,0.004116625959569317,0.0029060880748257517,0.0049755459815816515,-0.008745601189507157,0.00437414074969209,-0.010872889551616836,-0.0031498361295875465
4,0.1339404584187201,0.3233092462922814,-0.009250214551616835,0.35007782221779044,0.14056637999999996,0.31430225,-0.00086632,0.34434169000000003,0.0019432161285296537,0.0029886354807373604,0.0014120714536374492,0.0034430223609965443,0.1339091534596324,0.3233273252792999,-0.009250214551616835,0.3500825432977093,0.14396409000000002,0.31307071,-0.0008981300000000001,0.34463324,0.0021622374049658235,0.002604224614585138,0.0014618531084475547,0.0031621461711663886,0.1339091534596324,0.3233273252792999,-0.009250214551616835,0.3500825432977093,0.14141507,0.31349233,0.0013405199999999998,0.34396298999999997,0.0020246891600138976,0.0022658813696048207,0.0012732693924434582,0.0026791391421064075,0.1339091534596324,0.3233273252792999,-0.009250214551616835,0.3500825432977093,0.14591818999999998,0.31477155,-0.00395486,0.34700487999999996,0.0022852960869898468,0.0026096829425238627,0.001008476063639258,0.0032307624774209403,0.13391697969940433,0.32332280553254533,-0.009250214551616835,0.35008136302772963,0.1429659325,0.31390921,-0.0010946975000000001,0.34498569999999995,0.004215839645610351,0.005259143592026706,0.002601768478847075,0.006282450486428223,-0.009048952800595677,0.009413595532545305,-0.008155517051616835,0.005095663027729636
5,2.190961994891216e-06,0.3500028706250903,-0.009250214551616835,0.35012508610474474,0.00488974,0.33849312000000004,-0.00120884,0.33858198,0.0015952366296223546,0.0021004605669974192,0.0011797482220278098,0.0021171234249854716,1.0017201766816114e-05,0.349957673157544,-0.009250214551616835,0.3500799045524288,0.00720895,0.33936059999999996,-0.00451926,0.33949372,0.0009831674794877128,0.0022917589844678008,0.0010385719863992737,0.0023022329451015803,1.0017201766816114e-05,0.349957673157544,-0.009250214551616835,0.3500799045524288,0.00264224,0.34151475,-0.004242310000000001,0.34159297000000005,0.0011912153586615274,0.0023771895498326057,0.0013557296118039991,0.002397613872584808,1.0017201766816114e-05,0.349957673157544,-0.009250214551616835,0.3500799045524288,0.00602181,0.33927967000000003,-0.0032186000000000007,0.33942547,0.0020227754639740797,0.0012456812300504464,0.0013312411023802813,0.0012657129003977746,8.06064182383489e-06,0.34996897252443054,-0.009250214551616835,0.3500911999405078,0.0051906850000000004,0.33966203500000003,-0.0032972525000000003,0.339773535,0.003003666560318867,0.004106926553900538,0.0024658960422734777,0.00413921122418001,-0.005182624358176165,0.010306937524430548,-0.005952962051616835,0.01031766494050781
6,-0.13397520769358992,0.3233273252792999,-0.009250214551616835,0.35010781484859443,-0.13303118,0.31643414999999997,-0.00455261,0.34337685,0.0014835508671801946,0.0022661124983965114,0.0016063761923071167,0.00183107009248994,-0.13397520769358992,0.32320077237017036,-0.009250214551616835,0.3499909456064059,-0.13462274999999999,0.30858562999999994,-0.00190428,0.33671079,0.0008487229918792352,0.001525848091321312,0.0012235438773224821,0.0014434537361211885,-0.13397520769358992,0.32320077237017036,-0.009250214551616835,0.3499909456064059,-0.13339613,0.31227726,-0.0025071999999999994,0.33966094,0.0011672404814632963,0.0016574397744178297,0.0020250305990006396,0.001571805014144213,-0.13398303393336186,0.32322789085069814,-0.009250214551616835,0.3500189841637596,-0.13726054,0.31326503,-0.00160528,0.34217217000000005,0.0016505983756875016,0.0018076580607730495,0.002740031691901067,0.001402602525232609,-0.13397716425353293,0.3232391902175847,-0.009250214551616835,0.35002717255629145,-0.13457765,0.3126405175,-0.0026423425,0.3404801875,0.0026472965893236133,0.00367126851696764,0.003960558886123971,0.0031423305392989953,0.0006004857464670721,0.010598672717584679,-0.006607872051616835,0.009546985056291434
7,-0.24756525174331,0.24746789574969208,-0.009250214551616835,0.3501635043329899,-0.25425337000000003,0.23743208,-0.0025516999999999996,0.34798865,0.0012157195581264262,0.0019214353669298613,0.0020730649689663745,0.0012641705190229132,-0.24750264182513462,0.24746789574969208,-0.009250214551616835,0.35011924198257416,-0.25484896,0.23410431000000004,-0.0044436400000000004,0.3462114500000001,0.0013691153784023357,0.0013394772915374296,0.0027357471780200095,0.001083444723016976,-0.24751046806490656,0.24746789574969208,-0.009250214551616835,0.35012477447010304,-0.25429769999999996,0.23476459999999996,-0.0019123499999999997,0.34617425999999996,0.0015905743565699075,0.002123593480714553,0.000995089544407381,0.0015290105202166939,-0.24750264182513462,0.24741365878863658,-0.009250214551616835,0.35008090884087306,-0.2549081,0.23499549999999997,-0.00354829,0.34675829,0.0009108225357090978,0.0016796264911514587,0.0012250041585825104,0.0014405528755346358,-0.24752025086462143,0.24745433650942822,-0.009250214551616835,0.3501221074066351,-0.25457703249999997,0.23532412249999995,-0.003113995,0.3467831625,0.002590748046167788,0.0035800709078095717,0.0037779292446435964,0.002680493485749299,0.007056781635378551,0.012130214009428241,-0.006136219551616836,0.003338944906635044
8,-0.32335455769463217,0.13390473879301154,-0.009250214551616835,0.35010600612152715,-0.33316603999999994,0.13065368,-0.0075774100000000014,0.35801685,0.0009466078862267423,0.001421717595633299,0.0017911722856802158,0.0008484869311178497,-0.3233467314548602,0.13392281778003007,-0.009250214551616835,0.35010569308986617,-0.32655586,0.12932570000000002,-0.0051342900000000006,0.35133654999999997,0.0010784224221003988,0.0013809857303148832,0.001825573278997282,0.0010786679561436475,-0.3233467314548602,0.13389569929950232,-0.009250214551616835,0.3500953205952561,-0.3295130599999999,0.1259132,-0.0005656700000000002,0.35281302999999997,0.0009000704071472517,0.0017852454082780277,0.0013213793240440502,0.0009413287649853745,-0.32335455769463217,0.13394089676704854,-0.009250214551616835,0.35011983702427274,-0.3305556,0.12350531000000001,0.00019536999999999978,0.35301079,0.0012138171450245536,0.0024416610805601644,0.0021375265469462594,0.0011561609189660613,-0.32335064457474616,0.1339160381598981,-0.009250214551616835,0.35010671420773054,-0.32994764,0.1273494725,-0.0032705000000000004,0.353794305,0.0020838762463575734,0.003616242871982836,0.0035855374786618655,0.0020263915086237007,0.006596995425253782,0.006566565659898127,-0.005979714551616834,-0.003687590792269457
9,-0.3500029041180369,-6.318052985825051e-06,-0.009250214551616835,0.3501251196361502,-0.35668946,0.0014628999999999998,0.0036185799999999997,0.35677115000000004,0.0010922701000108813,0.001733238266367322,0.0013285013991378074,0.0010854353421809932,-0.3500263828373527,-6.318052985825051e-06,-0.009250214551616835,0.35014859016047706,-0.35676040000000003,-0.0026053000000000005,0.0035283600000000004,0.35686881000000004,0.0010872607317883288,0.002365463127357704,0.0009488884896668428,0.0011044102714370036,-0.3500263828373527,-1.5357546495071983e-05,-0.009250214551616835,0.35014859044026747,-0.35946240000000007,-0.00791932,-0.0016742899999999997,0.35965870000000005,0.0009087684807229828,0.002362939754007001,0.0016606381220248504,0.0008729570025048299,-0.3500263828373527,-6.318052985825051e-06,-0.009250214551616835,0.35014859016047706,-0.35751715000000006,-0.00408792,0.00453142,0.35770662999999997,0.0011972879677049767,0.0030455473465664227,0.0013109663515302153,0.0012281434945161063,-0.3500205131575237,-8.577926363136784e-06,-0.009250214551616835,0.3501427225993429,-0.3576073525,-0.00328741,0.0025010175,0.3577513225,0.002152800153157126,0.004843384520780209,0.0026723878985843354,0.0021606208138068967,0.0075868393424762814,0.0032788320736368637,-0.011751232051616836,-0.007608599900657076
10,-0.3233467314548602,-0.13393545388600173,-0.009250214551616835,0.35011052686179217,-0.3258336,-0.1343429,0.00448977,0.35254336999999997,0.0012845409120252544,0.0014380527785091122,0.0019400917738344233,0.0013428102458856756,-0.3233467314548602,-0.13435127058742713,-0.009250214551616835,0.35026980903333427,-0.32503483,-0.12952544,0.004593959999999999,0.34998735000000003,0.001054733673498248,0.0013987402990786623,0.001834049395869394,0.0011703472984308746,-0.3233467314548602,-0.1339535328730202,-0.009250214551616835,0.3501174434114297,-0.32792124,-0.13545405,0.00852338,0.35499386,0.0014468624407623864,0.002032907574673938,0.002232536608324959,0.0019160248476236222,-0.32333890521508823,-0.13396257236652948,-0.009250214551616835,0.3501136742402393,-0.32935217000000006,-0.13668986,0.01231399,0.35690691,0.0008963979753621348,0.002478974081671692,0.0017957446878322594,0.0013990611852596057,-0.3233447748949172,-0.13405070742824463,-0.009250214551616835,0.3501528633866989,-0.32703546,-0.1340030625,0.007480275,0.35360787250000003,0.002378959589694622,0.0037818640804253034,0.003916198663088707,0.0029667112384273485,0.003690685105082814,-4.7644928244650056e-05,-0.016730489551616833,-0.0034550091133011664
11,-0.24744785814673115,-0.24752572932321,-0.009250214551616835,0.3501214012990962,-0.24893431999999996,-0.24197126,0.010672850000000001,0.34736239999999996,0.0010219797011247899,0.0020972030543453717,0.0012296595806473346,0.0019509766574718381,-0.24750264182513462,-0.24759804527128396,-0.009250214551616835,0.35021124511047985,-0.25029660000000004,-0.24365419,0.01463661,0.34964728999999994,0.001270041521805924,0.0018564621479487957,0.0012816341164874024,0.002029371185556418,-0.24750264182513462,-0.24766132172584868,-0.009250214551616835,0.3502559841868032,-0.24754134000000003,-0.24616622000000002,0.01108252,0.34933384,0.001432674536987844,0.002145464716341586,0.0014404650687885494,0.0021546542220247096,-0.24749481558536268,-0.24754380831022846,-0.009250214551616835,0.3501673703296964,-0.24781053999999997,-0.26101328,0.014209739999999998,0.36022996999999995,0.0013173019647243606,0.00173190728894797,0.0013525771642148758,0.0019246670302534008,-0.24748698934559074,-0.24758222615764275,-0.009250214551616835,0.3501890002315189,-0.24864569999999997,-0.2482012375,0.01265043,0.351643375,0.0025387573282655857,0.003930296943552739,0.0026568878960877853,0.004033799117531759,0.0011587106544092229,0.0006190113423572452,-0.02190064455161684,-0.0014543747684811147
12,-0.13398303393336186,-0.32336707986579927,-0.009250214551616835,0.350147523469999,-0.13164893000000003,-0.31780998,0.02024544,0.34462559,0.001875423225541371,0.002872874760421459,0.0012733088533597983,0.003303368665820127,-0.1339282502549584,-0.3233490008787808,-0.009250214551616835,0.350109867120182,-0.13190354,-0.3205065,0.02256378,0.3474156,0.0016292086759596587,0.0026290349141842905,0.0026181388340150674,0.0030234220665773187,-0.1339282502549584,-0.32332188239825305,-0.009250214551616835,0.3500848216120709,-0.13129554999999998,-0.32403815,0.02098858,0.35030951000000005,0.0017172386949369889,0.0024148988632261854,0.0019066010158744102,0.002881782708496406,-0.1339360764947303,-0.32324956645017905,-0.009250214551616835,0.35002102974861654,-0.13267695,-0.32036223,0.020639289999999998,0.34740329000000003,0.0012837790058391402,0.0016739002019269574,0.001440614773972865,0.0018493705180382004,-0.13394390273450224,-0.32332188239825305,-0.009250214551616835,0.35009081048771706,-0.13188124250000002,-0.320679215,0.021109272499999998,0.34743849750000005,0.0032815439134566598,0.004878412895060124,0.0037664923670365303,0.005637212824345616,-0.0020626602345022115,-0.002642667398253051,-0.030359487051616833,0.0026523129877170427
13,1.0017201766816114e-05,-0.3500155067310619,-0.009250214551616835,0.3501377179365247,0.00732362,-0.34778804,0.02018648,0.34854849000000004,0.0015679058111449876,0.0018296430047780715,0.002325302219105675,0.0019005437433914653,-3.6940236864733274e-05,-0.34979855888683997,-0.009250214551616835,0.3499208476686436,0.00613231,-0.34260236,0.0200424,0.34328730999999996,0.00072130983687086,0.0016037673427277438,0.0017495629390730072,0.0016619968066856623,-5.2592716408583065e-05,-0.35009686217264513,-0.009250214551616835,0.35021904879428933,0.00454755,-0.34508643,0.0200478,0.34581059,0.0019321687312591398,0.002621432543436675,0.002326338235988529,0.0027170370940685414,-5.2592716408583065e-05,-0.35011494115966363,-0.009250214551616835,0.3502371214741228,0.00478032,-0.34898843999999996,0.0198103,0.349725,0.001808657466913573,0.0033800476911559816,0.0029385700978915284,0.003505997108004131,-3.302711697877082e-05,-0.35000646723755263,-0.009250214551616835,0.35012868396839514,0.00569595,-0.3461163175,0.020021745,0.34684284749999994,0.003159609841747342,0.0049210054042655845,0.0047450020754895355,0.005103783517926239,-0.00572897711697877,-0.0038901497375526616,-0.02927195955161684,0.0032858364683951537
14,0.1339404584187201,-0.32339419834632704,-0.009250214551616835,0.3501562799590082,0.14085491,-0.32212620000000003,0.01916912,0.3521715,0.0007553060141352564,0.0020070943944474127,0.002012448674724402,0.0016972459146118641,0.13395611089826392,-0.32333996138527155,-0.009250214551616835,0.35011217737300687,0.13698306000000002,-0.32469825,0.020084530000000003,0.35314129000000005,0.0009034695765891739,0.0023177683325057877,0.003284625151488201,0.0021273524191899526,0.1339795896175797,-0.3230687765799941,-0.009250214551616835,0.3498707351354785,0.13648874,-0.32436024,0.024031539999999997,0.3528499,0.001373060560467422,0.0015655040197400435,0.0027002444742487875,0.0014083802808742894,0.1340030683368955,-0.3231772505021051,-0.009250214551616835,0.3499798909009688,0.13804141000000003,-0.32320742999999996,0.01942154,0.35209059,0.0012372722697261613,0.0022830086326332123,0.0024425660809075365,0.0021671175456223985,0.1339698068178648,-0.3232450467034245,-0.009250214551616835,0.3500297708421156,0.13809203,-0.32359803000000004,0.0206766825,0.35256331999999996,0.0021915479513247133,0.004130787964043771,0.00530058122610153,0.0037531594000521744,-0.0041222231821352205,0.00035298329657553753,-0.029926897051616837,-0.002533549157884352
15,0.24746006631049283,-0.24752572932321,-0.009250214551616835,0.35013002950994,0.26040560999999995,-0.24780998999999998,0.01387137,0.35989150000000003,0.0011177670731765974,0.001046834900434003,0.0032318634894867976,0.0008505414215532225,0.2475226762286682,-0.24752572932321,-0.009250214551616835,0.3501742828844518,0.25605346,-0.24739579000000003,0.01992224,0.35680515,0.001277605312571577,0.0016753935447762036,0.003531029975838022,0.0008939916006627557,0.2475226762286682,-0.24773363767392267,-0.009250214551616835,0.35032127676149993,0.25414254999999997,-0.24654417,0.01513826,0.35453127,0.0013146861007902672,0.0015100973914913185,0.0028145413590139334,0.0013568713812828572,0.2475226762286682,-0.2479505855181446,-0.009250214551616835,0.3504747274418568,0.2562474,-0.24493693,0.013523580000000002,0.35490936,0.0010081025586053537,0.0019366762000941503,0.0032074862582471718,0.001271874726465709,0.24750702374912437,-0.24768392045962181,-0.009250214551616835,0.3502750791494372,0.25671225499999994,-0.24667171999999998,0.0156138625,0.35653432,0.0023719925962925495,0.003151811490943651,0.006412700325400282,0.002231906574433617,-0.009205231250875601,-0.0010122004596218482,-0.024864077051616834,-0.006259240850562842
16,0.3233824183379377,-0.13392641439249248,-0.009250214551616835,0.3501400283192047,0.32904191,-0.13309023,0.01162293,0.35534933999999996,0.0016104025381838173,0.002480071323707804,0.003082549962217428,0.0009275616431387313,0.3233902445777096,-0.13389929591196473,-0.009250214551616835,0.35013688495073136,0.33148399000000006,-0.13428435,0.014094829999999997,0.35807383000000004,0.0009202300120018317,0.0015090801838095497,0.0030688056533464472,0.0009774335837681137,0.32339807081748156,-0.13391737489898323,-0.009250214551616835,0.350151027383263,0.33276432999999994,-0.13523005999999999,0.013320889999999998,0.35958943,0.0007603503902879993,0.002148181845820115,0.00298996146271895,0.001466534255238823,0.3233824183379377,-0.13391737489898323,-0.009250214551616835,0.35013657086796673,0.33161929,-0.13386034,0.011813979999999998,0.35791287000000005,0.0011718771268970358,0.0016722605774619377,0.0022484691282836076,0.0011009180754715585,0.32338828801776665,-0.1339151150256059,-0.009250214551616835,0.35014112788029145,0.33122737999999996,-0.13411624500000002,0.012713157499999999,0.3577313675,0.0023219923183622586,0.0039798514361077475,0.005737173988730573,0.002275629658619541,-0.00783909198223336,0.00020112997439409864,-0.021963372051616838,-0.00759023961970855
17,0.35003076476134243,-0.017687567357074586,-0.009250214551616835,0.35059941926317023,0.35845259,-0.022968350000000002,0.009300650000000002,0.35939046999999996,0.0016501345921166577,0.001972775689014508,0.001653256786551254,0.0016640681758903753,0.3500385910011144,-6.318052985825051e-06,-0.009250214551616835,0.35016079406354755,0.3567235,-0.00725861,0.009728430000000001,0.3570082,0.0007751572737910105,0.001515954537609885,0.0019950448497353525,0.0008197217193115688,0.3500698959602021,-1.5357546495071983e-05,-0.009250214551616835,0.3501920883782098,0.36056602,-0.0048218,0.00815891,0.36079967,0.0017418699143162213,0.0019141287008279599,0.00230697717435368,0.00180923424489478,0.35006206972043014,-6.318052985825051e-06,-0.009250214551616835,0.3501842645895444,0.3596001999999999,-0.0038423800000000007,0.010378639999999998,0.35991176999999996,0.001877344537549426,0.0027328345728199503,0.002043334065535486,0.001966356924594314,0.35005033036077227,-0.0044288902523853275,-0.009250214551616835,0.350284141573618,0.3588355775,-0.009722785000000001,0.009391657500000001,0.3592775275,0.0031436199328604897,0.0041619989866649425,0.004026266228293902,0.0032528379453828048,-0.008785247139227747,0.005293894747614674,-0.018641872051616836,-0.008993385926382037
